geoid,tract_name,year,pop_under_5,total_pop,pct_under_5
"23031005400","Census Tract 54, York County","2016",77,2700,"2.851851851851852"
"23031025201","Census Tract 252.01, York County","2016",256,5001,"5.118976204759048"
"23019005000","Census Tract 50, Penobscot County","2016",39,1927,"2.0238713025428128"
"23019006200","Census Tract 62, Penobscot County","2016",189,3254,"5.8082360172095875"
"23019018000","Census Tract 180, Penobscot County","2016",243,2950,"8.237288135593221"
"23019024500","Census Tract 245, Penobscot County","2016",80,2273,"3.519577650681918"
"23019026500","Census Tract 265, Penobscot County","2016",50,1847,"2.707092582566324"
"23019028000","Census Tract 280, Penobscot County","2016",38,1516,"2.5065963060686016"
"23019028500","Census Tract 285, Penobscot County","2016",81,1518,"5.33596837944664"
"23019002000","Census Tract 20, Penobscot County","2016",304,7341,"4.1411251873041826"
"23031022000","Census Tract 220, York County","2016",157,3745,"4.192256341789053"
"23031025100","Census Tract 251, York County","2016",131,3589,"3.650041794371691"
"23031025300","Census Tract 253, York County","2016",70,2917,"2.399725745629071"
"23031025400","Census Tract 254, York County","2016",25,2155,"1.160092807424594"
"23031027000","Census Tract 270, York County","2016",169,3544,"4.7686230248307"
"23031029000","Census Tract 290, York County","2016",128,3046,"4.202232435981615"
"23031024000","Census Tract 240, York County","2016",373,7773,"4.798662035250225"
"23019010000","Census Tract 100, Penobscot County","2016",286,5738,"4.984315092366678"
"23019015500","Census Tract 155, Penobscot County","2016",98,2367,"4.140261934938741"
"23019030000","Census Tract 300, Penobscot County","2016",130,4382,"2.9666818804198996"
"23019000900","Census Tract 9, Penobscot County","2016",530,6492,"8.163894023413432"
"23019006100","Census Tract 61, Penobscot County","2016",23,2945,"0.7809847198641765"
"23019012500","Census Tract 125, Penobscot County","2016",124,2633,"4.709456893277631"
"23019015000","Census Tract 150, Penobscot County","2016",161,3806,"4.230162900683132"
"23019020500","Census Tract 205, Penobscot County","2016",191,2889,"6.6112841813776395"
"23019004100","Census Tract 41, Penobscot County","2016",97,1836,"5.28322440087146"
"23019006300","Census Tract 63, Penobscot County","2016",29,4612,"0.6287944492627927"
"23019007100","Census Tract 71, Penobscot County","2016",398,4758,"8.364859184531316"
"23019013500","Census Tract 135, Penobscot County","2016",110,2590,"4.247104247104247"
"23019022500","Census Tract 225, Penobscot County","2016",61,1902,"3.207150368033649"
"23019027000","Census Tract 270, Penobscot County","2016",308,5040,"6.111111111111111"
"23005004501","Census Tract 45.01, Cumberland County","2016",238,3077,"7.734806629834254"
"23005004502","Census Tract 45.02, Cumberland County","2016",297,5165,"5.750242013552759"
"23005004701","Census Tract 47.01, Cumberland County","2016",100,2023,"4.9431537320810675"
"23005004702","Census Tract 47.02, Cumberland County","2016",562,5965,"9.421626152556579"
"23005017001","Census Tract 170.01, Cumberland County","2016",175,6308,"2.7742549143944197"
"23031030203","Census Tract 302.03, York County","2016",240,3907,"6.142820578448937"
"23031031000","Census Tract 310, York County","2016",376,6118,"6.1457992808107225"
"23031036002","Census Tract 360.02, York County","2016",249,5992,"4.155540720961282"
"23031023000","Census Tract 230, York County","2016",194,2909,"6.668958404950155"
"23031024500","Census Tract 245, York County","2016",187,6308,"2.9644895370957514"
"23031025202","Census Tract 252.02, York County","2016",793,7679,"10.326865477275687"
"23029955500","Census Tract 9555, Washington County","2016",167,3018,"5.533465871438039"
"23029956100","Census Tract 9561, Washington County","2016",124,2647,"4.684548545523234"
"23029955300","Census Tract 9553, Washington County","2016",65,1410,"4.609929078014184"
"23029955600","Census Tract 9556, Washington County","2016",145,2037,"7.118311242022582"
"23029956500","Census Tract 9565, Washington County","2016",210,3912,"5.368098159509203"
"23029955400","Census Tract 9554, Washington County","2016",82,1413,"5.803255484784147"
"23029956200","Census Tract 9562, Washington County","2016",110,2823,"3.896563939071909"
"23029956300","Census Tract 9563, Washington County","2016",90,2489,"3.6159100040176777"
"23029955700","Census Tract 9557, Washington County","2016",73,1390,"5.251798561151079"
"23029955900","Census Tract 9559, Washington County","2016",96,2594,"3.700848111025443"
"23029955100","Census Tract 9551, Washington County","2016",120,2648,"4.531722054380665"
"23029956400","Census Tract 9564, Washington County","2016",160,3166,"5.053695514845231"
"23005000100","Census Tract 1, Cumberland County","2016",47,2157,"2.1789522484932777"
"23005001000","Census Tract 10, Cumberland County","2016",109,2781,"3.919453434016541"
"23005001300","Census Tract 13, Cumberland County","2016",171,3388,"5.047225501770956"
"23005002001","Census Tract 20.01, Cumberland County","2016",254,3547,"7.160981110797858"
"23005002502","Census Tract 25.02, Cumberland County","2016",443,8098,"5.470486539886392"
"23005003400","Census Tract 34, Cumberland County","2016",207,4666,"4.4363480497213885"
"23005003500","Census Tract 35, Cumberland County","2016",77,3836,"2.0072992700729926"
"23005004002","Census Tract 40.02, Cumberland County","2016",438,7587,"5.773032819296164"
"23005004600","Census Tract 46, Cumberland County","2016",146,3700,"3.945945945945946"
"23005004802","Census Tract 48.02, Cumberland County","2016",266,5195,"5.120307988450433"
"23005012000","Census Tract 120, Cumberland County","2016",207,4509,"4.590818363273453"
"23005013000","Census Tract 130, Cumberland County","2016",255,3846,"6.6302652106084246"
"23005016000","Census Tract 160, Cumberland County","2016",477,5347,"8.920890218814288"
"23005002002","Census Tract 20.02, Cumberland County","2016",29,2862,"1.013277428371768"
"23005002400","Census Tract 24, Cumberland County","2016",38,1263,"3.008709422011085"
"23005003200","Census Tract 32, Cumberland County","2016",116,3184,"3.6432160804020097"
"23005004001","Census Tract 40.01, Cumberland County","2016",231,3198,"7.223264540337711"
"23005003701","Census Tract 37.01, Cumberland County","2016",111,4271,"2.598922968859752"
"23005004200","Census Tract 42, Cumberland County","2016",367,7983,"4.597269197043718"
"23005001900","Census Tract 19, Cumberland County","2016",164,4250,"3.8588235294117643"
"23005002700","Census Tract 27, Cumberland County","2016",294,4850,"6.061855670103093"
"23005017002","Census Tract 170.02, Cumberland County","2016",105,3813,"2.753737214791503"
"23005017101","Census Tract 171.01, Cumberland County","2016",71,1937,"3.6654620547237995"
"23005017102","Census Tract 171.02, Cumberland County","2016",76,2905,"2.6161790017211706"
"23005017301","Census Tract 173.01, Cumberland County","2016",193,8970,"2.1516164994425866"
"23005017303","Census Tract 173.03, Cumberland County","2016",179,4302,"4.160855416085542"
"23005017304","Census Tract 173.04, Cumberland County","2016",352,6310,"5.578446909667195"
"23005990000","Census Tract 9900, Cumberland County","2016",0,0,"0"
"23007970101","Census Tract 9701.01, Franklin County","2016",59,1877,"3.1433137986148108"
"23007970102","Census Tract 9701.02, Franklin County","2016",35,561,"6.23885918003565"
"23007970601","Census Tract 9706.01, Franklin County","2016",52,1689,"3.078744819419775"
"23007970602","Census Tract 9706.02, Franklin County","2016",83,2493,"3.3293221018852783"
"23025965800","Census Tract 9658, Somerset County","2016",133,3023,"4.3996030433344355"
"23025965900","Census Tract 9659, Somerset County","2016",83,1670,"4.970059880239521"
"23025966000","Census Tract 9660, Somerset County","2016",215,4132,"5.203291384317522"
"23025966100","Census Tract 9661, Somerset County","2016",190,3602,"5.274847307051638"
"23031030300","Census Tract 303, York County","2016",115,3337,"3.4462091699130957"
"23031032000","Census Tract 320, York County","2016",424,7507,"5.648061808978287"
"23031033000","Census Tract 330, York County","2016",197,4643,"4.242946370880896"
"23031036001","Census Tract 360.01, York County","2016",125,6785,"1.8422991893883567"
"23031038002","Census Tract 380.02, York County","2016",77,3377,"2.2801302931596092"
"23031023500","Census Tract 235, York County","2016",331,6661,"4.969223840264225"
"23031030100","Census Tract 301, York County","2016",282,4369,"6.4545662623025875"
"23031030201","Census Tract 302.01, York County","2016",175,3331,"5.253677574302011"
"23031034002","Census Tract 340.02, York County","2016",278,5251,"5.294229670538945"
"23031035000","Census Tract 350, York County","2016",412,7332,"5.619203491543917"
"23031021000","Census Tract 210, York County","2016",163,4416,"3.691123188405797"
"23031022500","Census Tract 225, York County","2016",190,3254,"5.838967424708052"
"23031026000","Census Tract 260, York County","2016",178,4160,"4.278846153846154"
"23031028001","Census Tract 280.01, York County","2016",220,3428,"6.417736289381564"
"23031030202","Census Tract 302.02, York County","2016",343,5943,"5.771495877502945"
"23031028002","Census Tract 280.02, York County","2016",240,7733,"3.1035820509504717"
"23031020000","Census Tract 200, York County","2016",398,8124,"4.899064500246184"
"23031034001","Census Tract 340.01, York County","2016",127,5912,"2.148173207036536"
"23031038001","Census Tract 380.01, York County","2016",484,6237,"7.760141093474426"
"23011011000","Census Tract 110, Kennebec County","2016",285,4291,"6.641808436261944"
"23011018000","Census Tract 180, Kennebec County","2016",289,4313,"6.700672385810341"
"23011010801","Census Tract 108.01, Kennebec County","2016",118,2554,"4.620203602192639"
"23011010100","Census Tract 101, Kennebec County","2016",239,4777,"5.003140046054009"
"23011010200","Census Tract 102, Kennebec County","2016",222,3912,"5.674846625766871"
"23011017000","Census Tract 170, Kennebec County","2016",97,4234,"2.2909777987718467"
"23011023001","Census Tract 230.01, Kennebec County","2016",282,3836,"7.351407716371219"
"23011023002","Census Tract 230.02, Kennebec County","2016",173,3800,"4.552631578947368"
"23011024102","Census Tract 241.02, Kennebec County","2016",468,5128,"9.126365054602184"
"23011025000","Census Tract 250, Kennebec County","2016",278,6198,"4.485317844465957"
"23011020000","Census Tract 200, Kennebec County","2016",221,4272,"5.1732209737827715"
"23015975300","Census Tract 9753, Lincoln County","2016",128,3585,"3.5704323570432357"
"23015975500","Census Tract 9755, Lincoln County","2016",147,6368,"2.3084170854271355"
"23015975800","Census Tract 9758, Lincoln County","2016",161,3112,"5.173521850899743"
"23015975200","Census Tract 9752, Lincoln County","2016",307,5030,"6.10337972166998"
"23015975600","Census Tract 9756, Lincoln County","2016",163,3640,"4.478021978021978"
"23015975700","Census Tract 9757, Lincoln County","2016",21,995,"2.1105527638190953"
"23015975100","Census Tract 9751, Lincoln County","2016",273,5308,"5.14318010550113"
"23015975400","Census Tract 9754, Lincoln County","2016",117,3558,"3.288364249578415"
"23027047000","Census Tract 470, Waldo County","2016",291,4635,"6.27831715210356"
"23027041000","Census Tract 410, Waldo County","2016",160,3824,"4.184100418410042"
"23027042000","Census Tract 420, Waldo County","2016",178,5936,"2.998652291105121"
"23017965600","Census Tract 9656, Oxford County","2016",97,3523,"2.753335225659949"
"23029956400","Census Tract 9564, Washington County","2017",140,3000,"4.666666666666667"
"23005000100","Census Tract 1, Cumberland County","2017",38,2019,"1.8821198613174839"
"23005001000","Census Tract 10, Cumberland County","2017",127,2730,"4.652014652014652"
"23005001300","Census Tract 13, Cumberland County","2017",88,3382,"2.6020106445890008"
"23005002001","Census Tract 20.01, Cumberland County","2017",160,3677,"4.351373402230079"
"23005002502","Census Tract 25.02, Cumberland County","2017",434,8332,"5.208833413346135"
"23005003400","Census Tract 34, Cumberland County","2017",243,4641,"5.235940530058177"
"23005003500","Census Tract 35, Cumberland County","2017",88,4036,"2.180376610505451"
"23005004002","Census Tract 40.02, Cumberland County","2017",325,7546,"4.3069175722236945"
"23005004600","Census Tract 46, Cumberland County","2017",195,3714,"5.250403877221324"
"23005004802","Census Tract 48.02, Cumberland County","2017",343,5507,"6.228436535318686"
"23005012000","Census Tract 120, Cumberland County","2017",149,4497,"3.3133199911051814"
"23005013000","Census Tract 130, Cumberland County","2017",270,3865,"6.985769728331177"
"23005016000","Census Tract 160, Cumberland County","2017",404,5346,"7.557052001496446"
"23005002002","Census Tract 20.02, Cumberland County","2017",38,2688,"1.4136904761904763"
"23005002400","Census Tract 24, Cumberland County","2017",42,1212,"3.4653465346534658"
"23005003200","Census Tract 32, Cumberland County","2017",103,3242,"3.177051202961135"
"23005004001","Census Tract 40.01, Cumberland County","2017",243,3293,"7.379289401761311"
"23005003701","Census Tract 37.01, Cumberland County","2017",147,4194,"3.5050071530758222"
"23005004200","Census Tract 42, Cumberland County","2017",399,8149,"4.896306295250951"
"23005001900","Census Tract 19, Cumberland County","2017",146,4225,"3.455621301775148"
"23005002700","Census Tract 27, Cumberland County","2017",260,4735,"5.4910242872228086"
"23005011202","Census Tract 112.02, Cumberland County","2017",171,6702,"2.551477170993733"
"23005011300","Census Tract 113, Cumberland County","2017",101,2440,"4.139344262295082"
"23005002900","Census Tract 29, Cumberland County","2017",334,6581,"5.075216532441877"
"23013970500","Census Tract 9705, Knox County","2017",167,3356,"4.9761620977354"
"23013970800","Census Tract 9708, Knox County","2017",168,3012,"5.577689243027888"
"23013970200","Census Tract 9702, Knox County","2017",233,4837,"4.817035352491214"
"23013970600","Census Tract 9706, Knox County","2017",191,2731,"6.993775173928964"
"23013970700","Census Tract 9707, Knox County","2017",136,4473,"3.040465012295998"
"23013970900","Census Tract 9709, Knox County","2017",35,2583,"1.3550135501355014"
"23013971000","Census Tract 9710, Knox County","2017",90,2510,"3.5856573705179287"
"23031022000","Census Tract 220, York County","2017",137,3778,"3.626257278983589"
"23031025100","Census Tract 251, York County","2017",118,3505,"3.366619115549215"
"23031025300","Census Tract 253, York County","2017",91,3060,"2.9738562091503264"
"23031025400","Census Tract 254, York County","2017",20,2088,"0.9578544061302682"
"23031027000","Census Tract 270, York County","2017",131,3548,"3.6922209695603154"
"23031029000","Census Tract 290, York County","2017",119,3060,"3.888888888888889"
"23031024000","Census Tract 240, York County","2017",428,7747,"5.524719246159804"
"23005000500","Census Tract 5, Cumberland County","2017",126,2637,"4.778156996587031"
"23005002501","Census Tract 25.01, Cumberland County","2017",76,3536,"2.1493212669683257"
"23005002800","Census Tract 28, Cumberland County","2017",205,2902,"7.0640937284631296"
"23005003000","Census Tract 30, Cumberland County","2017",123,6485,"1.8966846569005398"
"23005015000","Census Tract 150, Cumberland County","2017",75,2785,"2.6929982046678633"
"23005001200","Census Tract 12, Cumberland County","2017",121,1619,"7.473749227918468"
"23005001500","Census Tract 15, Cumberland County","2017",241,3447,"6.9915868871482445"
"23005002200","Census Tract 22, Cumberland County","2017",134,4782,"2.8021748222501044"
"23005002600","Census Tract 26, Cumberland County","2017",206,3938,"5.231081767394617"
"23005003100","Census Tract 31, Cumberland County","2017",265,3860,"6.865284974093264"
"23005004401","Census Tract 44.01, Cumberland County","2017",33,4937,"0.6684221186955641"
"23005011100","Census Tract 111, Cumberland County","2017",218,4371,"4.987417067032716"
"23005011500","Census Tract 115, Cumberland County","2017",451,7389,"6.103667614020842"
"23005014000","Census Tract 140, Cumberland County","2017",273,3943,"6.923662186152675"
"23005000600","Census Tract 6, Cumberland County","2017",172,3174,"5.419029615626969"
"23031005100","Census Tract 51, York County","2017",231,4732,"4.881656804733728"
"23031005200","Census Tract 52, York County","2017",321,4638,"6.9210866752910745"
"23031005300","Census Tract 53, York County","2017",607,7034,"8.62951379016207"
"23031037000","Census Tract 370, York County","2017",275,6380,"4.310344827586207"
"23031005400","Census Tract 54, York County","2017",76,2723,"2.7910392948953358"
"23031025201","Census Tract 252.01, York County","2017",153,4978,"3.0735235034150263"
"23031030203","Census Tract 302.03, York County","2017",183,3940,"4.644670050761421"
"23031031000","Census Tract 310, York County","2017",290,6168,"4.701686121919585"
"23031036002","Census Tract 360.02, York County","2017",300,6360,"4.716981132075472"
"23031023000","Census Tract 230, York County","2017",205,2915,"7.032590051457976"
"23031024500","Census Tract 245, York County","2017",209,6357,"3.287714330659116"
"23031025202","Census Tract 252.02, York County","2017",667,7782,"8.57106142379851"
"23031030300","Census Tract 303, York County","2017",91,3435,"2.6491994177583695"
"23001020600","Census Tract 206, Androscoggin County","2017",76,2566,"2.9618082618862043"
"23001020700","Census Tract 207, Androscoggin County","2017",459,5627,"8.157099697885197"
"23001042000","Census Tract 420, Androscoggin County","2017",341,5747,"5.933530537671829"
"23001045000","Census Tract 450, Androscoggin County","2017",181,2300,"7.869565217391304"
"23001046500","Census Tract 465, Androscoggin County","2017",255,6674,"3.820797123164519"
"23001020200","Census Tract 202, Androscoggin County","2017",99,1329,"7.44920993227991"
"23001020300","Census Tract 203, Androscoggin County","2017",182,6196,"2.937378954163977"
"23001010700","Census Tract 107, Androscoggin County","2017",188,3276,"5.738705738705739"
"23001030100","Census Tract 301, Androscoggin County","2017",228,4399,"5.182996135485338"
"23001041500","Census Tract 415, Androscoggin County","2017",298,5579,"5.341459042839219"
"23001010200","Census Tract 102, Androscoggin County","2017",431,4612,"9.345186470078056"
"23003950200","Census Tract 9502, Aroostook County","2017",115,2382,"4.827875734676742"
"23003950900","Census Tract 9509, Aroostook County","2017",65,2006,"3.2402791625124627"
"23003951200","Census Tract 9512, Aroostook County","2017",100,2522,"3.9651070578905627"
"23003951400","Census Tract 9514, Aroostook County","2017",59,2156,"2.7365491651205938"
"23003950300","Census Tract 9503, Aroostook County","2017",178,3858,"4.613789528252981"
"23003951000","Census Tract 9510, Aroostook County","2017",164,3484,"4.707233065442021"
"23003952000","Census Tract 9520, Aroostook County","2017",143,2621,"5.455932850057231"
"23003952500","Census Tract 9525, Aroostook County","2017",63,2285,"2.7571115973741795"
"23003952100","Census Tract 9521, Aroostook County","2017",132,2736,"4.824561403508771"
"23003950700","Census Tract 9507, Aroostook County","2017",100,2703,"3.699593044765076"
"23003951300","Census Tract 9513, Aroostook County","2017",131,3149,"4.160050809780882"
"23003951600","Census Tract 9516, Aroostook County","2017",52,2036,"2.5540275049115913"
"23003951900","Census Tract 9519, Aroostook County","2017",143,2935,"4.872231686541737"
"23003952300","Census Tract 9523, Aroostook County","2017",96,2425,"3.958762886597938"
"23027044000","Census Tract 440, Waldo County","2017",99,4587,"2.158273381294964"
"23027043000","Census Tract 430, Waldo County","2017",442,6680,"6.616766467065868"
"23019940000","Census Tract 9400, Penobscot County","2017",62,783,"7.918263090676884"
"23021960301","Census Tract 9603.01, Piscataquis County","2017",46,1756,"2.619589977220957"
"23021960302","Census Tract 9603.02, Piscataquis County","2017",12,536,"2.2388059701492535"
"23023970100","Census Tract 9701, Sagadahoc County","2017",166,3394,"4.890984089569829"
"23023970200","Census Tract 9702, Sagadahoc County","2017",287,6035,"4.755592377796189"
"23023970301","Census Tract 9703.01, Sagadahoc County","2017",297,4609,"6.443914081145586"
"23023970302","Census Tract 9703.02, Sagadahoc County","2017",234,4128,"5.6686046511627906"
"23023970400","Census Tract 9704, Sagadahoc County","2017",143,4404,"3.2470481380563125"
"23023970500","Census Tract 9705, Sagadahoc County","2017",265,5447,"4.865063337617038"
"23023970600","Census Tract 9706, Sagadahoc County","2017",188,2867,"6.557377049180328"
"23023970700","Census Tract 9707, Sagadahoc County","2017",218,4265,"5.1113716295427905"
"23023990000","Census Tract 9900, Sagadahoc County","2017",0,0,"0"
"23025965301","Census Tract 9653.01, Somerset County","2017",73,882,"8.276643990929704"
"23025965302","Census Tract 9653.02, Somerset County","2017",16,1216,"1.3157894736842104"
"23025965600","Census Tract 9656, Somerset County","2017",71,2025,"3.506172839506173"
"23025965700","Census Tract 9657, Somerset County","2017",68,3053,"2.2273173927284637"
"23025965800","Census Tract 9658, Somerset County","2017",121,2977,"4.064494457507558"
"23025965900","Census Tract 9659, Somerset County","2017",105,1676,"6.264916467780429"
"23025966000","Census Tract 9660, Somerset County","2017",175,4071,"4.298698108572832"
"23025966100","Census Tract 9661, Somerset County","2017",302,3731,"8.094344679710533"
"23003950600","Census Tract 9506, Aroostook County","2017",192,3978,"4.826546003016592"
"23003951800","Census Tract 9518, Aroostook County","2017",250,3690,"6.775067750677506"
"23003952900","Census Tract 9529, Aroostook County","2017",152,3071,"4.949527841094106"
"23003950400","Census Tract 9504, Aroostook County","2017",94,1689,"5.56542332741267"
"23003950100","Census Tract 9501, Aroostook County","2017",135,2397,"5.632040050062578"
"23003951100","Census Tract 9511, Aroostook County","2017",180,2865,"6.282722513089005"
"23003951700","Census Tract 9517, Aroostook County","2017",249,4544,"5.479753521126761"
"23003952400","Census Tract 9524, Aroostook County","2017",180,3626,"4.964147821290679"
"23003952600","Census Tract 9526, Aroostook County","2017",206,3050,"6.754098360655737"
"23003952700","Census Tract 9527, Aroostook County","2017",127,2632,"4.825227963525836"
"23005004801","Census Tract 48.01, Cumberland County","2017",467,6205,"7.526188557614827"
"23005003300","Census Tract 33, Cumberland County","2017",82,3167,"2.5892011367224503"
"23005016500","Census Tract 165, Cumberland County","2017",126,3010,"4.186046511627907"
"23005000200","Census Tract 2, Cumberland County","2017",213,2583,"8.246225319396052"
"23005004100","Census Tract 41, Cumberland County","2017",422,6308,"6.689917564996829"
"23013970300","Census Tract 9703, Knox County","2017",322,6901,"4.665990436168671"
"23013970400","Census Tract 9704, Knox County","2017",368,7473,"4.924394486819216"
"23015975300","Census Tract 9753, Lincoln County","2017",134,3730,"3.5924932975871315"
"23015975500","Census Tract 9755, Lincoln County","2017",199,6185,"3.2174616006467263"
"23015975800","Census Tract 9758, Lincoln County","2017",80,3103,"2.578150177247825"
"23015975200","Census Tract 9752, Lincoln County","2017",245,4996,"4.903923138510809"
"23015975600","Census Tract 9756, Lincoln County","2017",184,3604,"5.105438401775805"
"23015975700","Census Tract 9757, Lincoln County","2017",17,1000,"1.7000000000000002"
"23015975100","Census Tract 9751, Lincoln County","2017",335,5304,"6.315987933634992"
"23015975400","Census Tract 9754, Lincoln County","2017",109,3511,"3.1045286243235544"
"23027047000","Census Tract 470, Waldo County","2017",255,4786,"5.32804011700794"
"23027041000","Census Tract 410, Waldo County","2017",183,3871,"4.727460604494962"
"23027042000","Census Tract 420, Waldo County","2017",145,5838,"2.4837273038711887"
"23031032000","Census Tract 320, York County","2017",364,7538,"4.828867073494295"
"23031033000","Census Tract 330, York County","2017",210,4660,"4.506437768240343"
"23031036001","Census Tract 360.01, York County","2017",165,6512,"2.5337837837837838"
"23031038002","Census Tract 380.02, York County","2017",128,3419,"3.7437847323778883"
"23031023500","Census Tract 235, York County","2017",310,6698,"4.628247237981487"
"23031030100","Census Tract 301, York County","2017",316,4195,"7.5327771156138255"
"23031030201","Census Tract 302.01, York County","2017",157,3340,"4.700598802395209"
"23031034002","Census Tract 340.02, York County","2017",251,5388,"4.658500371195249"
"23031035000","Census Tract 350, York County","2017",424,7363,"5.758522341436914"
"23031021000","Census Tract 210, York County","2017",171,4473,"3.8229376257545273"
"23031022500","Census Tract 225, York County","2017",148,3247,"4.558053587927318"
"23031026000","Census Tract 260, York County","2017",193,4186,"4.610606784519828"
"23031028001","Census Tract 280.01, York County","2017",163,3384,"4.81678486997636"
"23031030202","Census Tract 302.02, York County","2017",299,6010,"4.97504159733777"
"23031028002","Census Tract 280.02, York County","2017",165,7839,"2.104860313815538"
"23031020000","Census Tract 200, York County","2017",471,8158,"5.773473890659475"
"23031034001","Census Tract 340.01, York County","2017",164,5841,"2.80773840095874"
"23031038001","Census Tract 380.01, York County","2017",553,6230,"8.876404494382022"
"23025966200","Census Tract 9662, Somerset County","2017",110,1766,"6.2287655719139305"
"23025966300","Census Tract 9663, Somerset County","2017",67,1873,"3.577148958889482"
"23025966400","Census Tract 9664, Somerset County","2017",76,2638,"2.8809704321455647"
"23025966500","Census Tract 9665, Somerset County","2017",156,4726,"3.3008887008040624"
"23025966600","Census Tract 9666, Somerset County","2017",198,4383,"4.517453798767967"
"23025966700","Census Tract 9667, Somerset County","2017",199,3961,"5.023983842464024"
"23025966800","Census Tract 9668, Somerset County","2017",439,6612,"6.639443436176648"
"23025966900","Census Tract 9669, Somerset County","2017",130,3267,"3.9791857973676152"
"23025967000","Census Tract 9670, Somerset County","2017",56,2137,"2.6204960224613947"
"23027046001","Census Tract 460.01, Waldo County","2017",73,2200,"3.318181818181818"
"23027046002","Census Tract 460.02, Waldo County","2017",335,5356,"6.254667662434652"
"23029990000","Census Tract 9900, Washington County","2017",0,0,"0"
"23031006101","Census Tract 61.01, York County","2017",134,5351,"2.504204821528686"
"23031006102","Census Tract 61.02, York County","2017",95,3394,"2.799057159693577"
"23031990100","Census Tract 9901, York County","2017",0,0,"0"
"23027045000","Census Tract 450, Waldo County","2017",286,5962,"4.797047970479705"
"23019003000","Census Tract 30, Penobscot County","2017",91,3676,"2.4755168661588685"
"23019004300","Census Tract 43, Penobscot County","2017",355,4922,"7.212515237708248"
"23019012000","Census Tract 120, Penobscot County","2017",61,1576,"3.8705583756345177"
"23019013000","Census Tract 130, Penobscot County","2017",92,3249,"2.8316405047706987"
"23019000400","Census Tract 4, Penobscot County","2017",90,2306,"3.902862098872507"
"23019029000","Census Tract 290, Penobscot County","2017",37,1930,"1.917098445595855"
"23019031000","Census Tract 310, Penobscot County","2017",78,1785,"4.369747899159663"
"23019005000","Census Tract 50, Penobscot County","2017",81,1960,"4.13265306122449"
"23019006200","Census Tract 62, Penobscot County","2017",91,3074,"2.960312296681848"
"23019018000","Census Tract 180, Penobscot County","2017",230,2941,"7.82046922815369"
"23019024500","Census Tract 245, Penobscot County","2017",66,2331,"2.8314028314028317"
"23019026500","Census Tract 265, Penobscot County","2017",62,1913,"3.2409827496079457"
"23019028000","Census Tract 280, Penobscot County","2017",44,1532,"2.8720626631853787"
"23019028500","Census Tract 285, Penobscot County","2017",64,1391,"4.601006470165349"
"23019002000","Census Tract 20, Penobscot County","2017",276,7314,"3.7735849056603774"
"23019010000","Census Tract 100, Penobscot County","2017",404,5789,"6.97875280704785"
"23019015500","Census Tract 155, Penobscot County","2017",110,2298,"4.786771105308964"
"23019030000","Census Tract 300, Penobscot County","2017",163,4346,"3.7505752416014726"
"23019000900","Census Tract 9, Penobscot County","2017",496,6506,"7.623731939747926"
"23019006100","Census Tract 61, Penobscot County","2017",54,3036,"1.7786561264822136"
"23019012500","Census Tract 125, Penobscot County","2017",116,2563,"4.525946156847445"
"23019015000","Census Tract 150, Penobscot County","2017",128,3766,"3.3988316516197554"
"23019020500","Census Tract 205, Penobscot County","2017",161,2795,"5.7602862254025045"
"23019004100","Census Tract 41, Penobscot County","2017",101,1880,"5.372340425531915"
"23019006300","Census Tract 63, Penobscot County","2017",39,4804,"0.8118234804329725"
"23019007100","Census Tract 71, Penobscot County","2017",338,4527,"7.466313231720786"
"23019013500","Census Tract 135, Penobscot County","2017",94,2601,"3.613994617454825"
"23019022500","Census Tract 225, Penobscot County","2017",72,1874,"3.84204909284952"
"23019027000","Census Tract 270, Penobscot County","2017",318,4986,"6.377858002406739"
"23019000200","Census Tract 2, Penobscot County","2017",126,3113,"4.047542563443623"
"23011011000","Census Tract 110, Kennebec County","2017",259,4242,"6.105610561056106"
"23011018000","Census Tract 180, Kennebec County","2017",246,4330,"5.681293302540415"
"23011010801","Census Tract 108.01, Kennebec County","2017",116,2557,"4.5365662886194755"
"23011010100","Census Tract 101, Kennebec County","2017",261,5085,"5.132743362831858"
"23011010200","Census Tract 102, Kennebec County","2017",202,3634,"5.5586130985140345"
"23011017000","Census Tract 170, Kennebec County","2017",119,4277,"2.7823240589198037"
"23011023001","Census Tract 230.01, Kennebec County","2017",255,3836,"6.64754953076121"
"23011023002","Census Tract 230.02, Kennebec County","2017",123,3772,"3.260869565217391"
"23011024102","Census Tract 241.02, Kennebec County","2017",356,4692,"7.587382779198635"
"23011025000","Census Tract 250, Kennebec County","2017",430,6218,"6.9154068832422"
"23011020000","Census Tract 200, Kennebec County","2017",169,4266,"3.9615564932020626"
"23011013000","Census Tract 130, Kennebec County","2017",186,4083,"4.555473916238061"
"23011015000","Census Tract 150, Kennebec County","2017",82,2556,"3.2081377151799684"
"23011016000","Census Tract 160, Kennebec County","2017",216,3150,"6.857142857142858"
"23011020500","Census Tract 205, Kennebec County","2017",101,2018,"5.004955401387512"
"23011024101","Census Tract 241.01, Kennebec County","2017",215,4228,"5.0851466414380315"
"23011022000","Census Tract 220, Kennebec County","2017",63,2689,"2.342878393454816"
"23011024200","Census Tract 242, Kennebec County","2017",142,7454,"1.9050174403005098"
"23011010400","Census Tract 104, Kennebec County","2017",139,2271,"6.120651695288419"
"23011014500","Census Tract 145, Kennebec County","2017",76,2135,"3.5597189695550355"
